GROUP,TIME,COMPONENT,%WGT,%VOL,%MOL,AREA,DEN,RRF,BPC,BPF,sample_id
I-PARAFFINS,69.98,i11-[13],0.006,0.006,0.003,229.0,0.74,0.993,0.0,32.0,42913
I-PARAFFINS,70.378,i11-[14],0.125,0.125,0.075,5172.0,0.74,0.993,150.0,302.0,42913
I-PARAFFINS,70.515,i11-[17],0.032,0.032,0.019,1314.0,0.74,0.993,0.0,32.0,42913
I-PARAFFINS,70.6,i11-[18],0.015,0.015,0.009,603.0,0.74,0.993,0.0,32.0,42913
I-PARAFFINS,70.762,i11-[20],0.013,0.013,0.008,542.0,0.74,0.993,0.0,32.0,42913
I-PARAFFINS,71.123,i11-[21],0.023,0.023,0.014,939.0,0.74,0.993,150.0,302.0,42913
I-PARAFFINS,71.165,i11-[22],0.01,0.01,0.006,395.0,0.74,0.993,0.0,32.0,42913
I-PARAFFINS,71.283,i11-[23],0.008,0.008,0.005,315.0,0.74,0.993,0.0,32.0,42913
I-PARAFFINS,71.717,i11-[25],0.066,0.066,0.039,2714.0,0.74,0.993,0.0,32.0,42913
I-PARAFFINS,71.822,i11-[26],0.042,0.042,0.025,1726.0,0.74,0.993,150.0,302.0,42913
I-PARAFFINS,72.13,i11-[27],0.001,0.001,0.001,51.0,0.74,0.993,0.0,32.0,42913
I-PARAFFINS,72.297,i11-[28],0.009,0.009,0.006,386.0,0.74,0.993,150.0,302.0,42913
I-PARAFFINS,72.367,i11-[29],0.005,0.005,0.003,208.0,0.74,0.993,0.0,32.0,42913
I-PARAFFINS,72.965,i12-[1],0.039,0.038,0.021,1620.0,0.753,0.992,150.0,302.0,42913
I-PARAFFINS,73.8,i12-[4],0.008,0.007,0.004,313.0,0.753,0.992,150.0,302.0,42913
I-PARAFFINS,73.845,i12-[5],0.032,0.031,0.017,1319.0,0.753,0.992,150.0,302.0,42913
I-PARAFFINS,73.932,i12-[6],0.003,0.003,0.001,109.0,0.753,0.992,150.0,302.0,42913
I-PARAFFINS,74.378,i12-[10],0.42,0.414,0.231,17428.0,0.753,0.992,216.3,421.34,42913
I-PARAFFINS,75.557,i12-[14],0.005,0.005,0.003,202.0,0.753,0.992,150.0,302.0,42913
I-PARAFFINS,75.867,i12-[17],0.015,0.014,0.008,604.0,0.753,0.992,150.0,302.0,42913
I-PARAFFINS,75.933,i12-[18],0.016,0.016,0.009,676.0,0.753,0.992,150.0,302.0,42913
I-PARAFFINS,76.235,i12-[19],0.032,0.031,0.017,1310.0,0.753,0.992,150.0,302.0,42913
I-PARAFFINS,76.427,i12-[20],0.027,0.027,0.015,1132.0,0.753,0.992,216.3,421.34,42913
I-PARAFFINS,76.463,i12-[21],0.006,0.006,0.003,246.0,0.753,0.992,150.0,302.0,42913
I-PARAFFINS,76.562,i12-[23],0.014,0.014,0.008,569.0,0.753,0.992,216.3,421.34,42913
I-PARAFFINS,76.72,i12-[25],0.01,0.01,0.006,435.0,0.753,0.992,150.0,302.0,42913
I-PARAFFINS,76.827,i12-[26],0.062,0.061,0.034,2587.0,0.753,0.992,150.0,302.0,42913
I-PARAFFINS,77.672,i13-[1],0.002,0.002,0.001,70.0,0.756,0.991,150.0,302.0,42913
I-PARAFFINS,79.193,i13-[4],0.001,0.001,0.001,56.0,0.756,0.991,235.0,455.0,42913
I-PARAFFINS,79.263,i13-[5],0.002,0.002,0.001,94.0,0.756,0.991,150.0,302.0,42913
I-PARAFFINS,79.713,i14-[0],0.003,0.003,0.002,137.0,0.756,0.991,235.0,455.0,42913
I-PARAFFINS,79.77,i14-[1],0.002,0.002,0.001,94.0,0.9,0.945,216.0,420.8,42913
I-PARAFFINS,79.87,i14-[3],0.007,0.007,0.004,295.0,0.756,0.991,235.4,455.72,42913
I-PARAFFINS,79.947,i14-[4],0.002,0.002,0.001,70.0,0.756,0.991,235.0,455.0,42913
I-PARAFFINS,80.162,i14-[6],0.01,0.009,0.005,399.0,0.762,0.99,235.0,455.0,42913
I-PARAFFINS,80.307,i14-[8],0.002,0.002,0.001,82.0,0.762,0.99,235.0,455.0,42913
I-PARAFFINS,80.408,i14-[9],0.002,0.002,0.001,93.0,0.762,0.99,235.0,455.0,42913
I-PARAFFINS,80.85,i14-[13],0.002,0.002,0.001,101.0,0.762,0.99,244.0,471.2,42913
I-PARAFFINS,81.642,i14-[16],0.006,0.005,0.003,232.0,0.762,0.99,244.0,471.2,42913
I-PARAFFINS,82.06,i14-[18],0.004,0.004,0.002,157.0,0.762,0.99,244.0,471.2,42913
I-PARAFFINS,82.232,i15-[0],0.011,0.01,0.005,501.0,0.813,0.899,244.0,471.2,42913
I-PARAFFINS,83.298,i15-[7],0.002,0.001,0.001,70.0,0.813,0.899,244.0,471.2,42913
I-PARAFFINS,86.457,i16-[21],0.002,0.002,0.001,91.0,0.813,0.898,267.0,512.6,42913
I-PARAFFINS,86.763,i16-[25],0.003,0.003,0.001,151.0,0.813,0.898,267.0,512.6,42913
I-PARAFFINS,87.352,i17-[2],0.007,0.006,0.003,323.0,0.813,0.897,275.0,527.0,42913
I-PARAFFINS,87.457,i17-[3],0.008,0.007,0.003,376.0,0.813,0.897,275.0,527.0,42913
I-PARAFFINS,88.345,i17-[10],0.009,0.008,0.003,390.0,0.813,0.897,275.0,527.0,42913
I-PARAFFINS,88.948,i17-[16],0.004,0.004,0.002,187.0,0.813,0.897,275.0,527.0,42913
I-PARAFFINS,90.045,i18-[8],0.001,0.001,0.0,60.0,0.813,0.896,275.0,527.0,42913
AROMATICS,21.703,benzene,0.616,0.52,0.737,27830.0,0.879,0.91,80.09,176.162,42913
AROMATICS,33.777,toluene,6.549,5.6,6.642,292679.0,0.867,0.92,110.63,231.134,42913
AROMATICS,51.248,ethylbenzene,1.037,0.887,0.913,46014.0,0.867,0.927,136.2,277.16,42913
AROMATICS,52.418,m-xylene,2.507,2.15,2.206,111178.0,0.864,0.927,139.12,282.416,42913
AROMATICS,52.557,p-xylene,1.135,0.977,0.999,50343.0,0.861,0.927,138.36,281.048,42913
AROMATICS,55.192,o-xylene,0.935,0.788,0.823,41471.0,0.88,0.927,144.43,291.974,42913
AROMATICS,58.8,i-propylbenzene,0.044,0.038,0.034,1927.0,0.862,0.933,152.41,306.338,42913
AROMATICS,61.578,n-propylbenzene,0.397,0.342,0.309,17508.0,0.862,0.933,159.24,318.632,42913
AROMATICS,62.258,"1,3-methylethylbenzene",1.436,1.232,1.117,63288.0,0.864,0.933,161.33,322.394,42913
AROMATICS,62.423,"1,4-methylethylbenzene",0.656,0.565,0.51,28917.0,0.861,0.933,162.01,323.618,42913
AROMATICS,62.912,"1,3,5-trimethylbenzene",0.786,0.674,0.611,34645.0,0.865,0.933,164.74,328.532,42913
AROMATICS,63.735,"1,2-methylethylbenzene",0.525,0.442,0.408,23131.0,0.881,0.933,165.18,329.324,42913
AROMATICS,64.792,t-butylbenzene,0.03,0.026,0.023,1318.0,0.867,0.933,183.4,362.12,42913
AROMATICS,64.938,"1,2,4-trimethylbenzene",2.598,2.2,2.02,114514.0,0.876,0.933,169.38,336.884,42913
AROMATICS,66.135,i-butylbenzene,0.104,0.09,0.072,4539.0,0.853,0.938,172.79,343.022,42913
AROMATICS,67.04,"1,2,3-trimethylbenzene",0.485,0.402,0.377,21364.0,0.894,0.933,176.12,349.016,42913
AROMATICS,67.128,"1,3-methyl-i-propylbenzene",0.071,0.061,0.05,3121.0,0.861,0.938,175.08,347.144,42913
AROMATICS,67.367,"1,4-methyl-i-propylbenzene",0.02,0.017,0.014,872.0,0.857,0.938,177.13,350.834,42913
AROMATICS,67.885,2-3-dihydroindene,0.203,0.156,0.161,9099.0,0.964,0.918,177.85,352.13,42913
AROMATICS,68.287,"1,2-methyl-i-propylbenzene",0.258,0.219,0.18,11325.0,0.877,0.938,178.18,352.724,42913
AROMATICS,69.22,"1,3-methyl-n-propylbenzene",0.277,0.238,0.193,12134.0,0.861,0.938,182.01,359.618,42913
AROMATICS,69.375,"1,4-diethylbenzene",0.008,0.007,0.005,341.0,0.862,0.938,183.79,362.822,42913
AROMATICS,69.482,"1,4-methyl-n-propylbenzene",0.145,0.126,0.101,6376.0,0.858,0.938,183.42,362.156,42913
AROMATICS,69.555,n-butylbenzene,0.073,0.063,0.051,3204.0,0.861,0.938,183.3,361.94,42913
AROMATICS,69.672,"1,3-dimethyl-5-ethylbenzene",0.268,0.226,0.187,11742.0,0.88,0.938,183.62,362.516,42913
AROMATICS,69.867,"1,2-diethylbenzene",0.018,0.015,0.012,777.0,0.88,0.938,183.46,362.228,42913
AROMATICS,70.342,neo-pentylbenzene,0.015,0.012,0.009,651.0,0.89,0.942,205.0,401.0,42913
AROMATICS,70.923,"1,4,dimethyl-2-ethylbenzene",0.245,0.207,0.171,10751.0,0.877,0.938,186.87,368.366,42913
AROMATICS,71.047,"1,3-dimethyl-4-ethylbenzene",0.184,0.158,0.128,8051.0,0.859,0.938,188.24,370.832,42913
AROMATICS,71.427,"1,2-dimethyl-4-ethylbenzene",0.419,0.355,0.292,18370.0,0.874,0.938,189.52,373.136,42913
AROMATICS,71.67,(1-ethylpropyl)benzene,0.008,0.007,0.005,354.0,0.89,0.942,196.0,384.8,42913
AROMATICS,72.027,"1,4-methyl-t-butylbenzene",0.007,0.006,0.004,284.0,0.85,0.942,0.0,32.0,42913
AROMATICS,72.487,s-pentylbenzene,0.072,0.06,0.045,3150.0,0.89,0.942,205.0,401.0,42913
AROMATICS,72.635,"1,2-dimethyl-3-ethylbenzene",0.188,0.156,0.131,8252.0,0.892,0.938,193.95,381.11,42913
AROMATICS,72.733,"1,2-ethyl-i-propylbenzene",0.01,0.009,0.006,450.0,0.89,0.942,0.0,32.0,42913
AROMATICS,72.937,"1,4-ethyl-i-propylbenzene",0.009,0.007,0.005,373.0,0.89,0.942,0.0,32.0,42913
AROMATICS,73.17,"3,5-dimethylcumene",0.021,0.018,0.013,930.0,0.89,0.942,196.0,384.8,42913
AROMATICS,73.277,"1,2,4,5-tetramethylbenzene",0.614,0.513,0.428,26922.0,0.887,0.938,196.84,386.312,42913
AROMATICS,73.398,"1,2-methyl-n-butylbenzene",0.021,0.017,0.013,903.0,0.89,0.942,199.0,390.2,42913
AROMATICS,73.47,"1,2,3,5-tetramethylbenzene",0.946,0.788,0.659,41476.0,0.89,0.938,198.04,388.472,42913
AROMATICS,73.605,i-pentylbenzene,0.025,0.021,0.016,1102.0,0.89,0.942,205.0,401.0,42913
AROMATICS,74.015,a11-[5],0.004,0.004,0.003,190.0,0.89,0.942,196.0,384.8,42913
AROMATICS,74.057,"1,2-methyl-t-butylbenzene",0.006,0.005,0.004,252.0,0.89,0.942,0.0,32.0,42913
AROMATICS,74.297,5-methylindan,0.141,0.118,0.1,6186.0,0.89,0.938,0.0,32.0,42913
AROMATICS,74.483,a11-[7],0.007,0.006,0.004,295.0,0.89,0.942,196.0,384.8,42913
AROMATICS,74.538,4-methylindan,0.134,0.112,0.095,5873.0,0.89,0.938,0.0,32.0,42913
AROMATICS,74.617,"3,4-dimethylcumene",0.012,0.01,0.008,532.0,0.89,0.942,196.0,384.8,42913
AROMATICS,74.668,"1,2-ethyl-n-propylbenzene",0.221,0.184,0.139,9647.0,0.89,0.942,0.0,32.0,42913
AROMATICS,74.888,2-methylindan,0.562,0.462,0.398,24653.0,0.903,0.938,187.0,368.6,42913
AROMATICS,75.048,"1,2,3,4-tetramethylbenzene",0.602,0.503,0.419,26397.0,0.887,0.938,196.8,386.24,42913
AROMATICS,75.235,n-pentylbenzene,0.046,0.039,0.029,2029.0,0.89,0.942,205.4,401.72,42913
AROMATICS,75.445,"1,2-di-i-propylbenzene",0.167,0.139,0.096,7249.0,0.89,0.945,204.0,399.2,42913
AROMATICS,75.492,a11-[13],0.101,0.084,0.064,4398.0,0.89,0.942,196.0,384.8,42913
AROMATICS,75.653,"2,6-dimethylcumene",0.125,0.104,0.079,5440.0,0.89,0.942,196.0,384.8,42913
AROMATICS,75.74,"1,4-di-i-propylbenzene",0.172,0.143,0.099,7484.0,0.89,0.945,210.3,410.54,42913
AROMATICS,76.04,"1-t-butyl-3,5-dimethylbenzene",0.247,0.205,0.142,10731.0,0.89,0.945,0.0,32.0,42913
AROMATICS,76.305,naphthalene,0.323,0.234,0.235,14821.0,1.025,0.896,217.99,424.382,42913
AROMATICS,76.602,"1,3-di-n-propylbenzene",0.075,0.063,0.043,3273.0,0.89,0.945,0.0,32.0,42913
AROMATICS,76.692,"(1,2-dimethylpropyl)benzene",0.031,0.026,0.02,1371.0,0.89,0.942,205.0,401.0,42913
AROMATICS,77.028,"2-ethyl-1,3,5-trimethylbenzene",0.208,0.173,0.131,9074.0,0.89,0.942,205.0,401.0,42913
AROMATICS,77.103,"1,2,5-trimethyl-3-ethylbenzene",0.114,0.095,0.072,4968.0,0.89,0.942,205.0,401.0,42913
AROMATICS,77.465,a11-[24],0.068,0.057,0.043,2961.0,0.89,0.942,196.0,384.8,42913
AROMATICS,77.768,a11-[26],0.005,0.004,0.003,211.0,0.89,0.942,196.0,384.8,42913
AROMATICS,77.855,"3-ethyl-1,2,4-trimethylbenzene",0.011,0.009,0.007,481.0,0.89,0.942,205.0,401.0,42913
AROMATICS,77.94,a11-[28],0.003,0.002,0.002,127.0,0.89,0.942,196.0,384.8,42913
AROMATICS,78.087,a12-[5],0.018,0.015,0.011,798.0,0.9,0.945,216.0,420.8,42913
AROMATICS,78.375,a12-[9],0.01,0.008,0.006,441.0,0.9,0.945,216.0,420.8,42913
AROMATICS,78.463,"1,2,3-trimethyl-4-ethylbenzene",0.017,0.014,0.011,742.0,0.89,0.942,205.0,401.0,42913
AROMATICS,78.728,a12-[13],0.003,0.002,0.001,109.0,0.9,0.945,216.0,420.8,42913
AROMATICS,78.785,a12-[14],0.001,0.001,0.001,49.0,0.9,0.945,216.0,420.8,42913
AROMATICS,79.03,"1,4-methyl-n-pentylbenzene",0.024,0.02,0.014,1023.0,0.89,0.945,0.0,32.0,42913
AROMATICS,79.328,n-hexylbenzene,0.002,0.002,0.001,86.0,0.89,0.945,0.0,32.0,42913
AROMATICS,79.528,a12-[23],0.018,0.015,0.011,800.0,0.9,0.945,216.0,420.8,42913
AROMATICS,79.648,a12-[24],0.006,0.005,0.003,264.0,0.9,0.945,216.0,420.8,42913
AROMATICS,80.0,a12-[28],0.004,0.003,0.002,183.0,0.9,0.945,216.0,420.8,42913
AROMATICS,80.075,a12-[29],0.004,0.003,0.002,162.0,0.9,0.945,216.0,420.8,42913
AROMATICS,80.13,"1,2,3,4,5-pentamethylbenzene",0.023,0.017,0.015,1018.0,1.0,0.942,232.0,449.6,42913
AROMATICS,80.515,2-methylnaphthalene,0.275,0.2,0.179,12516.0,1.02,0.903,244.6,472.28,42913
AROMATICS,80.623,a12-[32],0.001,0.001,0.001,48.0,0.9,0.945,216.0,420.8,42913
AROMATICS,81.053,1-methylnaphthalene,0.141,0.103,0.092,6438.0,1.02,0.903,244.64,472.352,42913
AROMATICS,81.14,a12-[35],0.002,0.002,0.001,83.0,0.9,0.945,216.0,420.8,42913
AROMATICS,81.373,a12-[39],0.008,0.006,0.004,333.0,0.9,0.945,216.0,420.8,42913
AROMATICS,81.477,a12-[40],0.003,0.002,0.002,117.0,0.9,0.945,216.0,420.8,42913
AROMATICS,81.698,a12-[43],0.003,0.002,0.002,124.0,0.9,0.945,216.0,420.8,42913
AROMATICS,81.935,a12-[46],0.004,0.003,0.002,154.0,0.9,0.945,216.0,420.8,42913
AROMATICS,82.18,a12-[48],0.003,0.003,0.002,141.0,0.9,0.945,216.0,420.8,42913
AROMATICS,82.552,a12-[53],0.001,0.001,0.001,57.0,0.9,0.945,216.0,420.8,42913
AROMATICS,82.833,a12-[56],0.003,0.002,0.002,126.0,0.9,0.945,216.0,420.8,42913
AROMATICS,82.942,biphenyl,0.008,0.005,0.005,335.0,1.04,0.945,218.0,424.4,42913
AROMATICS,83.047,"1,2,4,5-tetramethyl-3-ethylbenze",0.001,0.001,0.001,47.0,0.992,0.903,262.0,503.6,42913
AROMATICS,83.117,a12-[58],0.002,0.002,0.001,91.0,0.9,0.945,216.0,420.8,42913
AROMATICS,83.498,ethylnaphthalene,0.023,0.017,0.014,1029.0,0.992,0.903,251.0,483.8,42913
AROMATICS,83.803,"2,6-dimethylnaphthalene",0.024,0.017,0.014,1073.0,1.016,0.903,262.0,503.6,42913
AROMATICS,83.848,"2,7-dimethylnaphthalene",0.024,0.018,0.015,1114.0,1.016,0.903,262.0,503.6,42913
AROMATICS,84.21,"1,7-dimethylnaphthalene",0.054,0.039,0.032,2459.0,1.016,0.903,262.0,503.6,42913
AROMATICS,84.313,"1,3-dimethylnaphthalene",0.03,0.022,0.018,1355.0,1.016,0.903,262.0,503.6,42913
AROMATICS,84.75,"1,6-dimethylnaphthalene",0.021,0.015,0.012,941.0,1.016,0.903,262.0,503.6,42913
AROMATICS,84.827,"2,3-dimethylnaphthalene",0.007,0.005,0.004,315.0,1.016,0.903,262.0,503.6,42913
AROMATICS,85.147,3-methylbiphenyl,0.013,0.009,0.007,585.0,1.04,0.903,262.0,503.6,42913
AROMATICS,85.692,4-methylbiphenyl,0.013,0.009,0.007,604.0,1.04,0.903,262.0,503.6,42913
AROMATICS,85.89,"1,2-dimethylnaphthalene",0.003,0.002,0.002,153.0,1.016,0.903,262.0,503.6,42913
AROMATICS,85.937,"1,8-dimethylnaphthalene",0.01,0.007,0.006,433.0,1.016,0.903,262.0,503.6,42913
AROMATICS,86.105,a13-[1],0.001,0.001,0.001,42.0,1.007,0.947,254.0,489.2,42913
AROMATICS,86.205,a13-[2],0.003,0.002,0.002,132.0,1.007,0.947,254.0,489.2,42913
AROMATICS,86.337,a13-[3],0.011,0.008,0.006,461.0,1.007,0.947,254.0,489.2,42913
AROMATICS,86.553,a13-[6],0.001,0.001,0.001,48.0,1.007,0.947,285.0,545.0,42913
AROMATICS,86.582,a13-[7],0.008,0.006,0.005,368.0,1.007,0.947,254.0,489.2,42913
AROMATICS,86.85,a13-[10],0.009,0.007,0.005,399.0,1.007,0.947,254.0,489.2,42913
AROMATICS,86.91,a13-[11],0.003,0.002,0.002,134.0,1.007,0.947,254.0,489.2,42913
AROMATICS,86.988,a13-[12],0.011,0.008,0.006,487.0,1.007,0.947,285.0,545.0,42913
AROMATICS,87.158,a13-[15],0.003,0.002,0.002,122.0,1.007,0.947,254.0,489.2,42913
AROMATICS,87.72,a13-[20],0.003,0.002,0.002,125.0,1.007,0.947,254.0,489.2,42913
AROMATICS,87.763,a13-[21],0.007,0.005,0.004,288.0,1.007,0.947,285.0,545.0,42913
AROMATICS,87.813,a13-[22],0.004,0.003,0.002,175.0,1.007,0.947,285.0,545.0,42913
AROMATICS,87.995,a13-[24],0.003,0.002,0.001,114.0,1.007,0.947,285.0,545.0,42913
AROMATICS,88.08,a13-[25],0.007,0.005,0.004,295.0,1.007,0.947,285.0,545.0,42913
AROMATICS,88.495,"1,4,5-trimethylnaphthalene",0.004,0.003,0.002,203.0,1.007,0.903,285.0,545.0,42913
AROMATICS,88.573,"2,3,6-trimethylnaphthalene",0.001,0.001,0.001,68.0,1.007,0.903,285.0,545.0,42913
AROMATICS,88.678,a13-[31],0.003,0.002,0.002,126.0,1.007,0.947,285.0,545.0,42913
AROMATICS,88.893,a13-[35],0.002,0.001,0.001,66.0,1.007,0.947,285.0,545.0,42913
AROMATICS,90.122,a13-[60],0.001,0.001,0.001,65.0,1.007,0.947,285.0,545.0,42913
NAPHTHENES,15.508,cyclopentane,0.073,0.073,0.098,3077.0,0.745,0.98,49.25,120.65,42913
NAPHTHENES,19.79,methylcyclopentane,0.601,0.595,0.668,25224.0,0.749,0.98,71.8,161.24,42913
NAPHTHENES,22.375,cyclohexane,0.163,0.155,0.181,6836.0,0.779,0.98,80.72,177.296,42913
NAPHTHENES,23.593,"1,1-dimethylcyclopentane",0.04,0.04,0.038,1689.0,0.754,0.98,87.48,189.464,42913
NAPHTHENES,24.61,"1c,3-dimethylcyclopentane",0.151,0.151,0.144,6349.0,0.745,0.98,90.77,195.386,42913
NAPHTHENES,24.883,"1t,3-dimethylcyclopentane",0.147,0.146,0.14,6183.0,0.749,0.98,91.72,197.096,42913
NAPHTHENES,25.157,"1t,2-dimethylcyclopentane",0.164,0.162,0.156,6887.0,0.751,0.98,91.87,197.366,42913
NAPHTHENES,28.088,"1c,2-dimethylcyclopentane",0.007,0.007,0.006,282.0,0.732,0.98,99.53,211.154,42913
NAPHTHENES,28.782,methylcyclohexane,0.38,0.366,0.362,15954.0,0.769,0.98,100.93,213.674,42913
NAPHTHENES,30.307,ethylcyclopentane,0.13,0.125,0.123,5441.0,0.766,0.98,103.47,218.246,42913
NAPHTHENES,31.49,"1c,2t,4-trimethylcyclopentane",0.032,0.031,0.026,1328.0,0.763,0.98,116.74,242.132,42913
NAPHTHENES,32.562,"1t,2c,3-trimethylcyclopentane",0.012,0.011,0.01,495.0,0.77,0.98,110.41,230.738,42913
NAPHTHENES,37.36,"1c,2t,3-trimethylcyclopentane",0.057,0.055,0.047,2386.0,0.77,0.98,117.5,243.5,42913
NAPHTHENES,39.923,2t-ethylmethylcyclopentane,0.015,0.015,0.013,645.0,0.769,0.98,121.2,250.16,42913
NAPHTHENES,40.522,"1,1-methylethylcyclopentane",0.013,0.013,0.011,564.0,0.781,0.98,121.53,250.754,42913
NAPHTHENES,41.177,"1t,2-dimethylcyclohexane",0.016,0.015,0.013,677.0,0.776,0.98,123.43,254.174,42913
NAPHTHENES,42.375,"1t,3-dimethylcyclohexane",0.004,0.004,0.003,166.0,0.776,0.98,123.43,254.174,42913
NAPHTHENES,42.762,"1c,4-dimethylcyclohexane",0.023,0.022,0.019,959.0,0.783,0.98,124.33,255.794,42913
NAPHTHENES,44.07,i-propylcyclopentane,0.039,0.038,0.033,1655.0,0.776,0.98,126.43,259.574,42913
NAPHTHENES,46.068,"1c,2-dimethylcyclohexane",0.21,0.195,0.175,8797.0,0.796,0.98,129.74,265.532,42913
NAPHTHENES,46.755,"1,1,4-trimethylcyclohexane",0.006,0.005,0.004,240.0,0.772,0.98,135.0,275.0,42913
NAPHTHENES,48.307,ethylcyclohexane,0.031,0.03,0.026,1312.0,0.784,0.98,131.79,269.222,42913
NAPHTHENES,48.408,n8-[7],0.005,0.005,0.004,222.0,0.78,0.98,130.0,266.0,42913
NAPHTHENES,48.612,n-propylcyclopentane,0.048,0.046,0.04,2028.0,0.776,0.98,130.96,267.728,42913
NAPHTHENES,49.81,"1,1,3-trimethylcyclohexane",0.014,0.014,0.011,604.0,0.787,0.98,146.59,295.862,42913
NAPHTHENES,49.977,n9-[0],0.004,0.004,0.003,179.0,0.78,0.98,0.0,32.0,42913
NAPHTHENES,50.382,n9-[1],0.005,0.004,0.003,196.0,0.78,0.98,0.0,32.0,42913
NAPHTHENES,51.405,"1c,2t,4t-trimethylcyclohexane",0.025,0.023,0.018,1032.0,0.78,0.98,0.0,32.0,42913
NAPHTHENES,53.863,"1c,2t,3c-trimethylcyclohexane",0.003,0.002,0.002,106.0,0.758,0.98,151.2,304.16,42913
NAPHTHENES,54.335,"1c,2t,4c-trimethylcyclohexane",0.014,0.013,0.01,580.0,0.772,0.98,135.0,275.0,42913
NAPHTHENES,55.422,n9-[4],0.147,0.139,0.108,6149.0,0.78,0.98,0.0,32.0,42913
NAPHTHENES,55.892,n9-[5],0.021,0.02,0.016,880.0,0.78,0.98,0.0,32.0,42913
NAPHTHENES,56.16,n9-[6],0.177,0.169,0.131,7441.0,0.78,0.98,0.0,32.0,42913
NAPHTHENES,56.598,i-butylcyclopentane,0.007,0.006,0.005,282.0,0.781,0.98,147.97,298.346,42913
NAPHTHENES,57.932,"1,1-methylethylcyclohexane",0.023,0.022,0.017,983.0,0.806,0.98,152.18,305.924,42913
NAPHTHENES,58.238,n9-[10],0.007,0.006,0.005,279.0,0.79,0.98,0.0,32.0,42913
NAPHTHENES,58.92,n9-[12],0.01,0.009,0.007,419.0,0.79,0.98,0.0,32.0,42913
NAPHTHENES,58.99,n9-[13],0.006,0.006,0.005,263.0,0.79,0.98,0.0,32.0,42913
NAPHTHENES,59.2,i-propylcyclohexane,0.004,0.004,0.003,160.0,0.802,0.98,154.79,310.622,42913
NAPHTHENES,59.723,n9-[14],0.012,0.012,0.009,515.0,0.79,0.98,0.0,32.0,42913
NAPHTHENES,60.203,n-propylcyclohexane,0.037,0.034,0.027,1551.0,0.802,0.98,154.79,310.622,42913
NAPHTHENES,60.602,n-butylcyclopentane,0.09,0.085,0.067,3772.0,0.785,0.98,156.62,313.916,42913
NAPHTHENES,60.682,n10-[0],0.01,0.009,0.007,420.0,0.8,0.98,0.0,32.0,42913
NAPHTHENES,61.077,n9-[15],0.005,0.005,0.004,228.0,0.79,0.98,0.0,32.0,42913
NAPHTHENES,61.257,n10-[1],0.009,0.008,0.006,366.0,0.8,0.98,0.0,32.0,42913
NAPHTHENES,62.678,n10-[3],0.006,0.005,0.004,235.0,0.8,0.98,0.0,32.0,42913
NAPHTHENES,64.473,n10-[6],0.236,0.219,0.157,9912.0,0.8,0.98,0.0,32.0,42913
NAPHTHENES,65.132,i-butylcyclohexane,0.065,0.06,0.043,2720.0,0.796,0.98,171.3,340.34,42913
NAPHTHENES,65.84,1t-methyl-2-n-propylcyclohexane,0.117,0.108,0.078,4895.0,0.8,0.98,171.0,339.8,42913
NAPHTHENES,66.6,n10-[8],0.007,0.007,0.005,299.0,0.8,0.98,0.0,32.0,42913
NAPHTHENES,67.25,n11-[0],0.01,0.01,0.006,438.0,0.8,0.98,0.0,32.0,42913
NAPHTHENES,68.007,sec-butylcyclohexane,0.005,0.004,0.003,196.0,0.814,0.98,179.34,354.812,42913
NAPHTHENES,68.528,n-butylcyclohexane,0.011,0.01,0.007,444.0,0.814,0.98,179.0,354.2,42913
NAPHTHENES,68.63,n11-[1],0.003,0.003,0.002,132.0,0.8,0.98,0.0,32.0,42913
NAPHTHENES,70.075,t-decahydronaphthalene,0.026,0.025,0.016,1111.0,0.8,0.98,187.2,368.96,42913
NAPHTHENES,70.27,n11-[2],0.105,0.098,0.064,4416.0,0.8,0.98,0.0,32.0,42913
NAPHTHENES,74.762,n-pentylcyclohexane,0.093,0.079,0.057,4088.0,0.88,0.94,203.0,397.4,42913
NAPHTHENES,75.3,1t-m-2-(4-mp)cyclopentane,0.113,0.104,0.063,4723.0,0.8,0.98,0.0,32.0,42913
OLEFINS,7.033,butene-1,0.002,0.002,0.003,68.0,0.595,0.98,-6.25,20.75,42913
OLEFINS,7.418,t-butene-2,0.004,0.005,0.007,174.0,0.604,0.98,0.88,33.584,42913
OLEFINS,7.755,c-butene-2,0.006,0.008,0.011,265.0,0.621,0.98,3.72,38.696,42913
OLEFINS,8.72,3-methylbutene-1,0.01,0.012,0.013,422.0,0.627,0.98,20.05,68.09,42913
OLEFINS,10.105,pentene-1,0.041,0.047,0.055,1718.0,0.641,0.98,29.96,85.928,42913
OLEFINS,10.465,2-methylbutene-1,0.086,0.098,0.114,3594.0,0.65,0.98,31.15,88.07,42913
OLEFINS,10.973,"2-methylbutadiene-1,3",0.001,0.002,0.002,60.0,0.681,0.952,34.06,93.308,42913
OLEFINS,11.172,t-pentene-2,0.138,0.158,0.184,5808.0,0.648,0.98,36.34,97.412,42913
OLEFINS,11.652,c-pentene-2,0.071,0.08,0.095,2986.0,0.656,0.98,36.93,98.474,42913
OLEFINS,11.97,2-methylbutene-2,0.207,0.232,0.276,8677.0,0.662,0.98,38.56,101.408,42913
OLEFINS,14.548,"1c,3-pentadiene",0.025,0.027,0.035,1096.0,0.691,0.952,44.06,111.308,42913
OLEFINS,14.783,cyclopentene,0.0,0.0,0.001,17.0,0.772,0.952,44.23,111.614,42913
